XM_ID,XP_ID
XM_043157658.1,XP_043005026.1
XM_043157659.1,XP_043005027.1
XM_043157661.1,XP_043005029.1
XM_043157660.1,XP_043005028.1
XM_043157662.1,XP_043005030.1
XM_043157663.1,XP_043005031.1
XM_043157664.1,XP_043005032.1
XM_043157667.1,XP_043005034.1
XM_043157666.1,XP_043005033.1
XM_043157665.1,XP_043005035.1
XM_043157668.1,XP_043005036.1
XM_043157669.1,XP_043005037.1
XM_043157670.1,XP_043005038.1
XM_043157671.1,XP_043005039.1
XM_043157672.1,XP_043005040.1
XM_043157674.1,XP_043005042.1
XM_043157673.1,XP_043005041.1
XM_043157675.1,XP_043005043.1
XM_043157676.1,XP_043005044.1
XM_043157677.1,XP_043005045.1
XM_043157678.1,XP_043005046.1
XM_043157679.1,XP_043005047.1
XM_043157680.1,XP_043005048.1
XM_043157681.1,XP_043005049.1
XM_043157684.1,XP_043005052.1
XM_043157682.1,XP_043005050.1
XM_043157683.1,XP_043005051.1
XM_043157685.1,XP_043005053.1
XM_043157686.1,XP_043005054.1
XM_043157687.1,XP_043005055.1
XM_043157688.1,XP_043005056.1
XM_043157689.1,XP_043005057.1
XM_043157690.1,XP_043005058.1
XM_043157692.1,XP_043005060.1
XM_043157691.1,XP_043005059.1
XM_043157693.1,XP_043005061.1
XM_043157694.1,XP_043005062.1
XM_043157695.1,XP_043005063.1
XM_043157696.1,XP_043005064.1
XM_043157697.1,XP_043005065.1
XM_043157698.1,XP_043005066.1
XM_043157699.1,XP_043005067.1
XM_043157700.1,XP_043005068.1
XM_043157701.1,XP_043005069.1
XM_043157702.1,XP_043005070.1
XM_043157703.1,XP_043005071.1
XM_043157704.1,XP_043005072.1
XM_043157705.1,XP_043005073.1
XM_043157706.1,XP_043005074.1
XM_043157707.1,XP_043005075.1
XM_043157708.1,XP_043005076.1
XM_043157709.1,XP_043005077.1
XM_043157710.1,XP_043005078.1
XM_043157711.1,XP_043005079.1
XM_043157712.1,XP_043005080.1
XM_043157713.1,XP_043005081.1
XM_043157714.1,XP_043005082.1
XM_043157715.1,XP_043005083.1
XM_043157716.1,XP_043005084.1
XM_043157717.1,XP_043005085.1
XM_043157718.1,XP_043005086.1
XM_043157719.1,XP_043005087.1
XM_043157721.1,XP_043005089.1
XM_043157720.1,XP_043005088.1
XM_043157722.1,XP_043005090.1
XM_043157723.1,XP_043005091.1
XM_043157724.1,XP_043005092.1
XM_043157725.1,XP_043005093.1
XM_043157726.1,XP_043005094.1
XM_043157727.1,XP_043005095.1
XM_043157728.1,XP_043005096.1
XM_043157729.1,XP_043005097.1
XM_043157730.1,XP_043005098.1
XM_043157731.1,XP_043005099.1
XM_043157732.1,XP_043005100.1
XM_043157733.1,XP_043005101.1
XM_043157734.1,XP_043005102.1
XM_043157735.1,XP_043005103.1
XM_043157736.1,XP_043005104.1
XM_043157737.1,XP_043005105.1
XM_043157738.1,XP_043005106.1
XM_043157739.1,XP_043005107.1
XM_043157740.1,XP_043005108.1
XM_043157741.1,XP_043005109.1
XM_043157742.1,XP_043005110.1
XM_043157743.1,XP_043005111.1
XM_043157744.1,XP_043005112.1
XM_043157745.1,XP_043005113.1
XM_043157746.1,XP_043005114.1
XM_043157747.1,XP_043005115.1
XM_043157748.1,XP_043005116.1
XM_043157749.1,XP_043005117.1
XM_043157750.1,XP_043005118.1
XM_043157751.1,XP_043005119.1
XM_043157752.1,XP_043005120.1
XM_043157753.1,XP_043005121.1
XM_043157754.1,XP_043005122.1
XM_043157755.1,XP_043005123.1
XM_043157756.1,XP_043005124.1
XM_043157757.1,XP_043005125.1
XM_043157758.1,XP_043005126.1
XM_043157759.1,XP_043005127.1
XM_043157760.1,XP_043005128.1
XM_043157761.1,XP_043005129.1
XM_043157762.1,XP_043005130.1
XM_043157763.1,XP_043005131.1
XM_043157764.1,XP_043005132.1
XM_043157765.1,XP_043005133.1
XM_043157766.1,XP_043005134.1
XM_043157767.1,XP_043005135.1
XM_043157768.1,XP_043005136.1
XM_043157769.1,XP_043005137.1
XM_043157770.1,XP_043005138.1
XM_043157771.1,XP_043005139.1
XM_043157772.1,XP_043005140.1
XM_043157773.1,XP_043005141.1
XM_043157774.1,XP_043005142.1
XM_043157775.1,XP_043005143.1
XM_043157776.1,XP_043005144.1
XM_043157777.1,XP_043005145.1
XM_043157778.1,XP_043005146.1
XM_043157780.1,XP_043005148.1
XM_043157779.1,XP_043005147.1
XM_043157781.1,XP_043005149.1
XM_043157782.1,XP_043005150.1
XM_043157783.1,XP_043005151.1
XM_043157784.1,XP_043005152.1
XM_043157785.1,XP_043005153.1
XM_043157786.1,XP_043005154.1
XM_043157787.1,XP_043005155.1
XM_043157788.1,XP_043005156.1
XM_043157789.1,XP_043005157.1
XM_043157790.1,XP_043005158.1
XM_043157791.1,XP_043005159.1
XM_043157792.1,XP_043005160.1
XM_043157793.1,XP_043005161.1
XM_043157794.1,XP_043005162.1
XM_043157795.1,XP_043005163.1
XM_043157796.1,XP_043005164.1
XM_043157797.1,XP_043005165.1
XM_043157798.1,XP_043005166.1
XM_043157799.1,XP_043005167.1
XM_043157800.1,XP_043005168.1
XM_043157801.1,XP_043005169.1
XM_043157802.1,XP_043005170.1
XM_043157803.1,XP_043005171.1
XM_043157804.1,XP_043005172.1
XM_043157805.1,XP_043005173.1
XM_043157806.1,XP_043005174.1
XM_043157807.1,XP_043005175.1
XM_043157808.1,XP_043005176.1
XM_043157809.1,XP_043005177.1
XM_043157810.1,XP_043005178.1
XM_043157811.1,XP_043005179.1
XM_043157812.1,XP_043005180.1
XM_043157813.1,XP_043005181.1
XM_043157814.1,XP_043005182.1
XM_043157815.1,XP_043005183.1
XM_043157817.1,XP_043005185.1
XM_043157816.1,XP_043005184.1
XM_043157818.1,XP_043005186.1
XM_043157819.1,XP_043005187.1
XM_043157820.1,XP_043005188.1
XM_043157821.1,XP_043005189.1
XM_043157822.1,XP_043005190.1
XM_043157823.1,XP_043005191.1
XM_043157824.1,XP_043005192.1
XM_043157825.1,XP_043005193.1
XM_043157826.1,XP_043005194.1
XM_043157827.1,XP_043005195.1
XM_043157828.1,XP_043005196.1
XM_043157829.1,XP_043005197.1
XM_043157830.1,XP_043005198.1
XM_043157831.1,XP_043005199.1
XM_043157832.1,XP_043005200.1
XM_043157833.1,XP_043005201.1
XM_043157834.1,XP_043005202.1
XM_043157835.1,XP_043005203.1
XM_043157836.1,XP_043005204.1
XM_043157837.1,XP_043005205.1
XM_043157838.1,XP_043005206.1
XM_043157839.1,XP_043005207.1
XM_043157840.1,XP_043005208.1
XM_043157841.1,XP_043005209.1
XM_043157842.1,XP_043005210.1
XM_043157843.1,XP_043005211.1
XM_043157844.1,XP_043005212.1
XM_043157845.1,XP_043005213.1
XM_043157846.1,XP_043005214.1
XM_043157847.1,XP_043005215.1
XM_043157848.1,XP_043005216.1
XM_043157849.1,XP_043005217.1
XM_043157850.1,XP_043005218.1
XM_043157851.1,XP_043005219.1
XM_043157852.1,XP_043005220.1
XM_043157853.1,XP_043005221.1
XM_043157854.1,XP_043005222.1
XM_043157856.1,XP_043005224.1
XM_043157857.1,XP_043005225.1
XM_043157855.1,XP_043005223.1
XM_043157858.1,XP_043005226.1
XM_043157859.1,XP_043005227.1
XM_043157860.1,XP_043005228.1
XM_043157861.1,XP_043005229.1
XM_043157862.1,XP_043005230.1
XM_043157863.1,XP_043005231.1
XM_043157864.1,XP_043005232.1
XM_043157865.1,XP_043005233.1
XM_043157866.1,XP_043005234.1
XM_043157867.1,XP_043005235.1
XM_043157868.1,XP_043005236.1
XM_043157869.1,XP_043005237.1
XM_043157870.1,XP_043005238.1
XM_043157871.1,XP_043005239.1
XM_043157872.1,XP_043005240.1
XM_043157873.1,XP_043005241.1
XM_043157874.1,XP_043005242.1
XM_043157875.1,XP_043005243.1
XM_043157876.1,XP_043005244.1
XM_043157877.1,XP_043005245.1
XM_043157878.1,XP_043005246.1
XM_043157879.1,XP_043005247.1
XM_043157880.1,XP_043005248.1
XM_043157881.1,XP_043005249.1
XM_043157882.1,XP_043005250.1
XM_043157883.1,XP_043005251.1
XM_043157884.1,XP_043005252.1
XM_043157885.1,XP_043005253.1
XM_043157886.1,XP_043005254.1
XM_043157887.1,XP_043005255.1
XM_043157888.1,XP_043005256.1
XM_043157889.1,XP_043005257.1
XM_043157890.1,XP_043005258.1
XM_043157891.1,XP_043005259.1
XM_043157892.1,XP_043005260.1
XM_043157893.1,XP_043005261.1
XM_043157894.1,XP_043005262.1
XM_043157895.1,XP_043005263.1
XM_043157896.1,XP_043005264.1
XM_043157897.1,XP_043005265.1
XM_043157898.1,XP_043005266.1
XM_043157899.1,XP_043005267.1
XM_043157900.1,XP_043005268.1
XM_043157901.1,XP_043005269.1
XM_043157902.1,XP_043005270.1
XM_043157904.1,XP_043005272.1
XM_043157903.1,XP_043005271.1
XM_043157905.1,XP_043005273.1
XM_043157906.1,XP_043005274.1
XM_043157907.1,XP_043005275.1
XM_043157908.1,XP_043005276.1
XM_043157909.1,XP_043005277.1
XM_043157910.1,XP_043005278.1
XM_043157911.1,XP_043005279.1
XM_043157912.1,XP_043005280.1
XM_043157913.1,XP_043005281.1
XM_043157914.1,XP_043005282.1
XM_043157915.1,XP_043005283.1
XM_043157916.1,XP_043005284.1
XM_043157917.1,XP_043005285.1
XM_043157918.1,XP_043005286.1
XM_043157919.1,XP_043005287.1
XM_043157922.1,XP_043005290.1
XM_043157920.1,XP_043005288.1
XM_043157921.1,XP_043005289.1
XM_043160822.1,XP_043005292.1
XM_043160821.1,XP_043005291.1
XM_043157923.1,XP_043005293.1
XM_043157924.1,XP_043005294.1
XM_043157925.1,XP_043005295.1
XM_043157926.1,XP_043005296.1
XM_043157928.1,XP_043005298.1
XM_043157927.1,XP_043005297.1
XM_043157929.1,XP_043005299.1
XM_043157930.1,XP_043005300.1
XM_043157931.1,XP_043005301.1
XM_043157932.1,XP_043005302.1
XM_043157933.1,XP_043005303.1
XM_043157934.1,XP_043005304.1
XM_043157935.1,XP_043005305.1
XM_043157936.1,XP_043005306.1
XM_043157937.1,XP_043005307.1
XM_043157938.1,XP_043005308.1
XM_043157939.1,XP_043005309.1
XM_043157940.1,XP_043005310.1
XM_043157941.1,XP_043005311.1
XM_043157942.1,XP_043005312.1
XM_043157943.1,XP_043005313.1
XM_043157944.1,XP_043005314.1
XM_043157945.1,XP_043005315.1
XM_043157946.1,XP_043005316.1
XM_043157947.1,XP_043005317.1
XM_043157948.1,XP_043005318.1
XM_043157949.1,XP_043005319.1
XM_043157950.1,XP_043005320.1
XM_043157951.1,XP_043005321.1
XM_043157952.1,XP_043005322.1
XM_043157953.1,XP_043005323.1
XM_043157954.1,XP_043005324.1
XM_043157955.1,XP_043005325.1
XM_043157956.1,XP_043005326.1
XM_043157957.1,XP_043005327.1
XM_043157958.1,XP_043005328.1
XM_043157959.1,XP_043005329.1
XM_043157960.1,XP_043005330.1
XM_043157961.1,XP_043005331.1
XM_043157962.1,XP_043005332.1
XM_043157963.1,XP_043005333.1
XM_043157964.1,XP_043005334.1
XM_043157965.1,XP_043005335.1
XM_043157967.1,XP_043005337.1
XM_043157966.1,XP_043005336.1
XM_043157968.1,XP_043005338.1
XM_043157969.1,XP_043005339.1
XM_043157970.1,XP_043005340.1
XM_043157971.1,XP_043005341.1
XM_043157972.1,XP_043005342.1
XM_043157973.1,XP_043005343.1
XM_043157976.1,XP_043005346.1
XM_043157975.1,XP_043005345.1
XM_043157974.1,XP_043005344.1
XM_043157977.1,XP_043005347.1
XM_043157978.1,XP_043005348.1
XM_043157979.1,XP_043005349.1
XM_043157980.1,XP_043005350.1
XM_043157981.1,XP_043005351.1
XM_043157982.1,XP_043005352.1
XM_043157983.1,XP_043005353.1
XM_043157984.1,XP_043005354.1
XM_043157985.1,XP_043005355.1
XM_043157986.1,XP_043005356.1
XM_043157987.1,XP_043005357.1
XM_043157988.1,XP_043005358.1
XM_043157989.1,XP_043005359.1
XM_043157990.1,XP_043005360.1
XM_043157991.1,XP_043005361.1
XM_043157993.1,XP_043005363.1
XM_043157992.1,XP_043005362.1
XM_043157994.1,XP_043005364.1
XM_043157995.1,XP_043005365.1
XM_043157996.1,XP_043005366.1
XM_043157997.1,XP_043005367.1
XM_043157998.1,XP_043005368.1
XM_043157999.1,XP_043005369.1
XM_043158000.1,XP_043005370.1
XM_043158001.1,XP_043005371.1
XM_043158002.1,XP_043005372.1
XM_043158003.1,XP_043005373.1
XM_043158004.1,XP_043005374.1
XM_043158005.1,XP_043005375.1
XM_043158006.1,XP_043005376.1
XM_043158007.1,XP_043005377.1
XM_043158008.1,XP_043005378.1
XM_043158009.1,XP_043005379.1
XM_043158010.1,XP_043005380.1
XM_043158011.1,XP_043005381.1
XM_043158012.1,XP_043005382.1
XM_043158013.1,XP_043005383.1
XM_043158014.1,XP_043005384.1
XM_043158015.1,XP_043005385.1
XM_043158016.1,XP_043005386.1
XM_043158018.1,XP_043005388.1
XM_043158017.1,XP_043005387.1
XM_043158019.1,XP_043005389.1
XM_043158020.1,XP_043005390.1
XM_043158021.1,XP_043005391.1
XM_043158022.1,XP_043005392.1
XM_043158023.1,XP_043005393.1
XM_043158024.1,XP_043005394.1
XM_043158025.1,XP_043005395.1
XM_043158026.1,XP_043005396.1
XM_043158027.1,XP_043005397.1
XM_043158028.1,XP_043005398.1
XM_043158029.1,XP_043005399.1
XM_043158030.1,XP_043005400.1
XM_043158031.1,XP_043005401.1
XM_043158032.1,XP_043005402.1
XM_043158033.1,XP_043005403.1
XM_043158034.1,XP_043005404.1
XM_043158035.1,XP_043005405.1
XM_043158036.1,XP_043005406.1
XM_043158037.1,XP_043005407.1
XM_043158038.1,XP_043005408.1
XM_043158039.1,XP_043005409.1
XM_043158040.1,XP_043005410.1
XM_043158041.1,XP_043005411.1
XM_043158042.1,XP_043005412.1
XM_043158043.1,XP_043005413.1
XM_043158044.1,XP_043005414.1
XM_043160823.1,XP_043005415.1
XM_043158045.1,XP_043005416.1
XM_043158046.1,XP_043005417.1
XM_043158047.1,XP_043005418.1
XM_043158048.1,XP_043005419.1
XM_043158049.1,XP_043005420.1
XM_043158050.1,XP_043005421.1
XM_043158051.1,XP_043005422.1
XM_043158052.1,XP_043005423.1
XM_043158053.1,XP_043005424.1
XM_043158054.1,XP_043005425.1
XM_043158055.1,XP_043005426.1
XM_043158056.1,XP_043005427.1
XM_043158057.1,XP_043005428.1
XM_043158058.1,XP_043005429.1
XM_043158059.1,XP_043005430.1
XM_043158060.1,XP_043005431.1
XM_043158061.1,XP_043005432.1
XM_043158062.1,XP_043005433.1
XM_043158063.1,XP_043005434.1
XM_043158064.1,XP_043005435.1
XM_043158065.1,XP_043005436.1
XM_043158066.1,XP_043005437.1
XM_043158067.1,XP_043005438.1
XM_043158068.1,XP_043005439.1
XM_043158069.1,XP_043005440.1
XM_043158070.1,XP_043005441.1
XM_043158071.1,XP_043005442.1
XM_043158072.1,XP_043005443.1
XM_043158073.1,XP_043005444.1
XM_043158074.1,XP_043005445.1
XM_043158075.1,XP_043005446.1
XM_043160824.1,XP_043005447.1
XM_043158076.1,XP_043005448.1
XM_043158077.1,XP_043005449.1
XM_043158078.1,XP_043005450.1
XM_043158079.1,XP_043005451.1
XM_043158080.1,XP_043005452.1
XM_043158081.1,XP_043005453.1
XM_043158082.1,XP_043005454.1
XM_043158083.1,XP_043005455.1
XM_043158084.1,XP_043005456.1
XM_043158085.1,XP_043005457.1
XM_043158086.1,XP_043005458.1
XM_043158087.1,XP_043005459.1
XM_043158088.1,XP_043005460.1
XM_043158089.1,XP_043005461.1
XM_043158090.1,XP_043005462.1
XM_043158091.1,XP_043005463.1
XM_043158092.1,XP_043005464.1
XM_043158093.1,XP_043005465.1
XM_043158094.1,XP_043005466.1
XM_043158095.1,XP_043005467.1
XM_043158096.1,XP_043005468.1
XM_043158097.1,XP_043005469.1
XM_043158098.1,XP_043005470.1
XM_043158099.1,XP_043005471.1
XM_043158100.1,XP_043005472.1
XM_043158101.1,XP_043005473.1
XM_043158102.1,XP_043005474.1
XM_043158103.1,XP_043005475.1
XM_043158105.1,XP_043003448.1
XM_043158104.1,XP_043003447.1
XM_043158106.1,XP_043003449.1
XM_043158107.1,XP_043003450.1
XM_043158108.1,XP_043003451.1
XM_043158109.1,XP_043003452.1
XM_043158110.1,XP_043003453.1
XM_043158111.1,XP_043003454.1
XM_043158112.1,XP_043003455.1
XM_043158113.1,XP_043003456.1
XM_043158114.1,XP_043003457.1
XM_043158115.1,XP_043003458.1
XM_043158116.1,XP_043003459.1
XM_043158117.1,XP_043003460.1
XM_043158118.1,XP_043003461.1
XM_043158119.1,XP_043003462.1
XM_043158120.1,XP_043003463.1
XM_043158121.1,XP_043003464.1
XM_043158122.1,XP_043003465.1
XM_043158123.1,XP_043003466.1
XM_043158124.1,XP_043003467.1
XM_043158125.1,XP_043003468.1
XM_043158126.1,XP_043003469.1
XM_043158127.1,XP_043003470.1
XM_043158128.1,XP_043003471.1
XM_043158129.1,XP_043003472.1
XM_043158130.1,XP_043003473.1
XM_043158131.1,XP_043003474.1
XM_043158132.1,XP_043003475.1
XM_043158133.1,XP_043003476.1
XM_043158134.1,XP_043003477.1
XM_043158135.1,XP_043003478.1
XM_043158137.1,XP_043003480.1
XM_043158136.1,XP_043003479.1
XM_043158138.1,XP_043003481.1
XM_043158139.1,XP_043003482.1
XM_043158140.1,XP_043003483.1
XM_043158141.1,XP_043003484.1
XM_043158142.1,XP_043003485.1
XM_043158143.1,XP_043003486.1
XM_043158144.1,XP_043003487.1
XM_043158145.1,XP_043003488.1
XM_043158146.1,XP_043003489.1
XM_043158147.1,XP_043003490.1
XM_043158148.1,XP_043003491.1
XM_043158149.1,XP_043003492.1
XM_043158150.1,XP_043003493.1
XM_043158151.1,XP_043003494.1
XM_043158152.1,XP_043003495.1
XM_043158153.1,XP_043003496.1
XM_043158154.1,XP_043003497.1
XM_043158155.1,XP_043003498.1
XM_043158156.1,XP_043003499.1
XM_043158157.1,XP_043003500.1
XM_043158158.1,XP_043003501.1
XM_043158159.1,XP_043003502.1
XM_043158160.1,XP_043003503.1
XM_043158161.1,XP_043003504.1
XM_043158162.1,XP_043003505.1
XM_043158163.1,XP_043003506.1
XM_043158164.1,XP_043003507.1
XM_043158165.1,XP_043003508.1
XM_043158166.1,XP_043003509.1
XM_043158167.1,XP_043003510.1
XM_043158168.1,XP_043003511.1
XM_043158169.1,XP_043003512.1
XM_043158170.1,XP_043003513.1
XM_043158171.1,XP_043003514.1
XM_043158172.1,XP_043003515.1
XM_043158173.1,XP_043003516.1
XM_043158174.1,XP_043003517.1
XM_043158175.1,XP_043003518.1
XM_043158176.1,XP_043003519.1
XM_043158177.1,XP_043003520.1
XM_043158178.1,XP_043003521.1
XM_043158179.1,XP_043003522.1
XM_043158180.1,XP_043003523.1
XM_043158181.1,XP_043003524.1
XM_043158183.1,XP_043003526.1
XM_043158182.1,XP_043003525.1
XM_043158184.1,XP_043003527.1
XM_043158185.1,XP_043003528.1
XM_043158186.1,XP_043003529.1
XM_043158187.1,XP_043003530.1
XM_043158188.1,XP_043003531.1
XM_043158189.1,XP_043003532.1
XM_043158190.1,XP_043003533.1
XM_043158191.1,XP_043003534.1
XM_043158192.1,XP_043003535.1
XM_043158193.1,XP_043003536.1
XM_043158194.1,XP_043003537.1
XM_043158195.1,XP_043003538.1
XM_043158196.1,XP_043003539.1
XM_043158197.1,XP_043003540.1
XM_043158198.1,XP_043003541.1
XM_043158199.1,XP_043003542.1
XM_043160825.1,XP_043003543.1
XM_043158200.1,XP_043003544.1
XM_043158201.1,XP_043003545.1
XM_043158202.1,XP_043003546.1
XM_043158203.1,XP_043003547.1
XM_043158204.1,XP_043003548.1
XM_043158205.1,XP_043003549.1
XM_043158206.1,XP_043003550.1
XM_043158207.1,XP_043003551.1
XM_043158208.1,XP_043003552.1
XM_043158209.1,XP_043003553.1
XM_043158210.1,XP_043003554.1
XM_043158211.1,XP_043003555.1
XM_043158212.1,XP_043003556.1
XM_043158213.1,XP_043003557.1
XM_043158214.1,XP_043003558.1
XM_043158215.1,XP_043003559.1
XM_043158216.1,XP_043003560.1
XM_043158217.1,XP_043003561.1
XM_043158218.1,XP_043003562.1
XM_043158219.1,XP_043003563.1
XM_043158220.1,XP_043003564.1
XM_043158221.1,XP_043003565.1
XM_043158222.1,XP_043003566.1
XM_043158223.1,XP_043003567.1
XM_043158224.1,XP_043003568.1
XM_043158225.1,XP_043003569.1
XM_043158226.1,XP_043003570.1
XM_043158227.1,XP_043003571.1
XM_043158228.1,XP_043003572.1
XM_043158229.1,XP_043003573.1
XM_043158230.1,XP_043003574.1
XM_043158231.1,XP_043003575.1
XM_043158232.1,XP_043003576.1
XM_043158233.1,XP_043003577.1
XM_043158234.1,XP_043003578.1
XM_043158235.1,XP_043003579.1
XM_043158236.1,XP_043003580.1
XM_043158237.1,XP_043003581.1
XM_043158238.1,XP_043003582.1
XM_043158239.1,XP_043003583.1
XM_043158240.1,XP_043003584.1
XM_043158241.1,XP_043003585.1
XM_043158242.1,XP_043003586.1
XM_043158243.1,XP_043003587.1
XM_043158244.1,XP_043003588.1
XM_043158245.1,XP_043003589.1
XM_043158246.1,XP_043003590.1
XM_043158247.1,XP_043003591.1
XM_043158248.1,XP_043003592.1
XM_043158249.1,XP_043003593.1
XM_043158250.1,XP_043003594.1
XM_043158251.1,XP_043003595.1
XM_043158253.1,XP_043003597.1
XM_043158252.1,XP_043003596.1
XM_043158254.1,XP_043003598.1
XM_043158255.1,XP_043003599.1
XM_043158256.1,XP_043003600.1
XM_043158257.1,XP_043003601.1
XM_043158258.1,XP_043003602.1
XM_043158259.1,XP_043003603.1
XM_043158260.1,XP_043003604.1
XM_043158261.1,XP_043003605.1
XM_043158262.1,XP_043003606.1
XM_043158263.1,XP_043003607.1
XM_043158264.1,XP_043003608.1
XM_043158265.1,XP_043003609.1
XM_043158266.1,XP_043003610.1
XM_043158267.1,XP_043003611.1
XM_043158268.1,XP_043003612.1
XM_043158269.1,XP_043003613.1
XM_043158270.1,XP_043003614.1
XM_043158271.1,XP_043003615.1
XM_043158272.1,XP_043003616.1
XM_043158273.1,XP_043003617.1
XM_043158274.1,XP_043003618.1
XM_043158275.1,XP_043003619.1
XM_043158276.1,XP_043003620.1
XM_043158277.1,XP_043003621.1
XM_043158278.1,XP_043003622.1
XM_043158279.1,XP_043003623.1
XM_043158280.1,XP_043003624.1
XM_043158281.1,XP_043003625.1
XM_043158282.1,XP_043003626.1
XM_043158283.1,XP_043003627.1
XM_043158284.1,XP_043003628.1
XM_043158285.1,XP_043003629.1
XM_043158286.1,XP_043003630.1
XM_043158287.1,XP_043003631.1
XM_043158288.1,XP_043003632.1
XM_043158290.1,XP_043003634.1
XM_043158289.1,XP_043003633.1
XM_043158291.1,XP_043003635.1
XM_043158292.1,XP_043003636.1
XM_043158293.1,XP_043003637.1
XM_043158294.1,XP_043003638.1
XM_043158295.1,XP_043003639.1
XM_043158296.1,XP_043003640.1
XM_043158297.1,XP_043003641.1
XM_043158298.1,XP_043003642.1
XM_043158299.1,XP_043003643.1
XM_043158300.1,XP_043003644.1
XM_043158301.1,XP_043003645.1
XM_043158302.1,XP_043003646.1
XM_043158303.1,XP_043003647.1
XM_043158304.1,XP_043003648.1
XM_043158305.1,XP_043003649.1
XM_043158306.1,XP_043003650.1
XM_043158308.1,XP_043003652.1
XM_043158307.1,XP_043003651.1
XM_043158309.1,XP_043003653.1
XM_043158311.1,XP_043003655.1
XM_043158310.1,XP_043003654.1
XM_043158312.1,XP_043003656.1
XM_043158313.1,XP_043003657.1
XM_043158314.1,XP_043003658.1
XM_043158315.1,XP_043003659.1
XM_043158316.1,XP_043003660.1
XM_043158317.1,XP_043003661.1
XM_043158318.1,XP_043003662.1
XM_043158319.1,XP_043003663.1
XM_043158320.1,XP_043003664.1
XM_043158321.1,XP_043003665.1
XM_043158322.1,XP_043003666.1
XM_043158323.1,XP_043003667.1
XM_043158324.1,XP_043003668.1
XM_043158325.1,XP_043003669.1
XM_043160826.1,XP_043003670.1
XM_043158326.1,XP_043003671.1
XM_043158327.1,XP_043003672.1
XM_043158328.1,XP_043003673.1
XM_043158329.1,XP_043003674.1
XM_043158330.1,XP_043003675.1
XM_043158331.1,XP_043003676.1
XM_043158332.1,XP_043003677.1
XM_043158333.1,XP_043003678.1
XM_043158334.1,XP_043003679.1
XM_043158335.1,XP_043003680.1
XM_043158336.1,XP_043003681.1
XM_043158337.1,XP_043003682.1
XM_043158338.1,XP_043003683.1
XM_043158339.1,XP_043003684.1
XM_043158340.1,XP_043003685.1
XM_043158341.1,XP_043003686.1
XM_043158342.1,XP_043003687.1
XM_043158343.1,XP_043003688.1
XM_043158344.1,XP_043003689.1
XM_043158345.1,XP_043003690.1
XM_043158346.1,XP_043003691.1
XM_043158347.1,XP_043003692.1
XM_043158348.1,XP_043003693.1
XM_043158349.1,XP_043003694.1
XM_043158350.1,XP_043003695.1
XM_043158351.1,XP_043003696.1
XM_043158352.1,XP_043003697.1
XM_043158354.1,XP_043003699.1
XM_043158353.1,XP_043003698.1
XM_043158355.1,XP_043003700.1
XM_043158356.1,XP_043003701.1
XM_043158357.1,XP_043003702.1
XM_043158358.1,XP_043003703.1
XM_043158359.1,XP_043003704.1
XM_043158360.1,XP_043003705.1
XM_043158361.1,XP_043003706.1
XM_043158362.1,XP_043003707.1
XM_043158363.1,XP_043003708.1
XM_043158364.1,XP_043003709.1
XM_043158365.1,XP_043003710.1
XM_043158366.1,XP_043003711.1
XM_043158367.1,XP_043003712.1
XM_043158368.1,XP_043003713.1
XM_043158369.1,XP_043003714.1
XM_043158370.1,XP_043003715.1
XM_043158371.1,XP_043003716.1
XM_043158372.1,XP_043003717.1
XM_043158373.1,XP_043003718.1
XM_043158374.1,XP_043003719.1
XM_043158375.1,XP_043003720.1
XM_043158376.1,XP_043003721.1
XM_043158377.1,XP_043003722.1
XM_043158378.1,XP_043003723.1
XM_043158379.1,XP_043003724.1
XM_043158380.1,XP_043003725.1
XM_043158381.1,XP_043003726.1
XM_043158382.1,XP_043003727.1
XM_043158383.1,XP_043003728.1
XM_043158384.1,XP_043003729.1
XM_043158385.1,XP_043003730.1
XM_043158386.1,XP_043003731.1
XM_043158387.1,XP_043003732.1
XM_043160827.1,XP_043003733.1
XM_043160828.1,XP_043003734.1
XM_043158388.1,XP_043003735.1
XM_043158389.1,XP_043003736.1
XM_043158390.1,XP_043003737.1
XM_043158391.1,XP_043003738.1
XM_043158392.1,XP_043003739.1
XM_043158393.1,XP_043003740.1
XM_043158394.1,XP_043003741.1
XM_043158395.1,XP_043003742.1
XM_043158397.1,XP_043003744.1
XM_043158396.1,XP_043003743.1
XM_043158398.1,XP_043003745.1
XM_043158399.1,XP_043003746.1
XM_043158400.1,XP_043003747.1
XM_043158401.1,XP_043003748.1
XM_043158402.1,XP_043003749.1
XM_043158403.1,XP_043003750.1
XM_043158404.1,XP_043003751.1
XM_043158405.1,XP_043003752.1
XM_043158406.1,XP_043003753.1
XM_043158407.1,XP_043003754.1
XM_043158408.1,XP_043003755.1
XM_043158409.1,XP_043003756.1
XM_043158410.1,XP_043003757.1
XM_043158411.1,XP_043003758.1
XM_043158412.1,XP_043003759.1
XM_043158413.1,XP_043003760.1
XM_043158414.1,XP_043003761.1
XM_043158415.1,XP_043003762.1
XM_043158416.1,XP_043003763.1
XM_043158417.1,XP_043003764.1
XM_043158418.1,XP_043003765.1
XM_043158419.1,XP_043003766.1
XM_043158420.1,XP_043003767.1
XM_043158421.1,XP_043003768.1
XM_043158422.1,XP_043003769.1
XM_043158423.1,XP_043003770.1
XM_043158424.1,XP_043003771.1
XM_043158425.1,XP_043003772.1
XM_043158426.1,XP_043003773.1
